student_id,cgpa,skills,projects_count,domain_interest,certifications,experience_level,communication_skill,hackathons,github_score,internship_role
6028,9.65,Python|SQL|Tableau,3,Web Development,4,Beginner,5,5,98,Full Stack Intern
6029,8.44,Python|AI|Deep Learning,4,Data Analysis,5,Intermediate,8,2,64,Data Analyst Intern
6030,9.36,Python|SQL|Tableau,4,Data Science,2,Intermediate,6,4,63,Data Science Intern
6031,7.35,C|C++|DSA,5,Web Development,0,Intermediate,10,4,93,Full Stack Intern
6032,6.07,C|C++|DSA,4,Data Analysis,0,Intermediate,8,1,54,Data Analyst Intern
6033,6.65,Python|AI|Deep Learning,6,Data Analysis,1,Beginner,7,0,51,Data Analyst Intern
6034,7.23,Python|AI|Deep Learning,5,Data Science,4,Advanced,4,0,76,Data Science Intern
6035,6.6,Python|AI|Deep Learning,2,Data Science,1,Advanced,6,2,59,Data Science Intern
6036,8.99,C|C++|DSA,4,Software Development,5,Beginner,5,0,57,SDE Intern
6037,8.57,C++|DSA,6,AI,3,Intermediate,9,5,37,AI Intern
6038,8.01,Python|ML|Data Analysis,6,Web Development,4,Intermediate,5,0,62,Full Stack Intern
6039,7.73,Python|SQL|Tableau,1,Machine Learning,4,Beginner,8,0,85,ML Intern
6040,9.54,Python|DL|NLP,4,Web Development,1,Beginner,10,1,70,Full Stack Intern
6041,6.74,React|Node.js,3,Web Development,3,Beginner,9,3,42,Full Stack Intern
6042,7.28,C|C++|DSA,3,AI,2,Intermediate,4,0,31,AI Intern
6043,7.73,Python|DL|NLP,3,Software Development,1,Advanced,10,2,68,SDE Intern
6044,7.65,Python|SQL|Tableau,1,Data Analysis,1,Intermediate,5,0,80,Data Analyst Intern
6045,7.88,Python|ML|Pandas,6,Web Development,4,Intermediate,8,1,33,Frontend Intern
6046,7.63,React|Node.js,1,Software Development,2,Intermediate,8,2,37,SDE Intern
6047,9.18,Python|ML|Pandas,2,Software Development,5,Beginner,8,1,39,SDE Intern
6048,6.73,HTML|CSS|JS,1,Data Analysis,4,Intermediate,10,3,100,Data Analyst Intern
6049,6.36,Python|ML|Pandas,2,AI,1,Beginner,7,4,84,AI Intern
6050,8.13,C|C++|DSA,6,Machine Learning,5,Intermediate,8,1,66,ML Intern
6051,9.49,Python|SQL|Tableau,2,Machine Learning,2,Beginner,8,3,51,ML Intern
6052,7.36,Python|AI|Deep Learning,5,Software Development,3,Intermediate,10,0,33,SDE Intern
6053,7.34,C++|DSA,2,Software Development,2,Beginner,8,5,62,SDE Intern
6054,7.15,Python|AI|Deep Learning,3,Data Analysis,4,Beginner,8,1,91,Data Analyst Intern
6055,7.14,Python|SQL|Tableau,5,Data Analysis,0,Intermediate,9,3,78,Data Analyst Intern
6056,7.78,React|Node.js,4,AI,4,Intermediate,7,5,66,AI Intern
6057,6.11,Python|DL|NLP,3,AI,2,Beginner,8,0,99,AI Intern
6058,9.34,C++|DSA,2,Data Science,4,Beginner,9,3,46,Data Science Intern
6059,6.97,React|Node.js,5,Web Development,4,Beginner,4,1,82,Full Stack Intern
6060,7.34,HTML|CSS|JS,5,Data Analysis,3,Beginner,10,0,50,Data Analyst Intern
6061,7.73,HTML|CSS|JS,4,Machine Learning,0,Intermediate,6,2,38,ML Intern
6062,8.04,HTML|CSS|JS,6,AI,2,Intermediate,7,5,88,AI Intern
6063,6.4,HTML|CSS|Bootstrap,3,Machine Learning,4,Intermediate,9,1,65,ML Intern
6064,6.69,C|C++|DSA,1,AI,3,Intermediate,5,5,52,AI Intern
6065,6.43,HTML|CSS|Bootstrap,2,Web Development,5,Advanced,7,5,92,Full Stack Intern
6066,8.46,Python|ML|Data Analysis,4,Software Development,5,Intermediate,9,5,90,SDE Intern
6067,8.64,HTML|CSS|JS,4,Data Analysis,1,Intermediate,5,0,57,Data Analyst Intern
6068,9.75,Python|AI|Deep Learning,5,Data Analysis,5,Beginner,10,4,95,Data Analyst Intern
6069,6.67,HTML|CSS|JS,2,Software Development,4,Advanced,9,0,43,SDE Intern
6070,7.46,Python|DL|NLP,3,Web Development,5,Beginner,10,1,36,Full Stack Intern
6071,8.04,HTML|CSS|JS,5,Software Development,5,Advanced,7,5,93,SDE Intern
6072,6.0,Python|ML|Pandas,6,AI,5,Intermediate,9,0,77,AI Intern
6073,7.73,Python|SQL|Tableau,2,Software Development,5,Beginner,5,2,30,SDE Intern
6074,6.24,HTML|CSS|JS,4,AI,3,Advanced,5,4,90,AI Intern
6075,7.27,Python|SQL|Tableau,6,Data Analysis,3,Beginner,8,5,81,Data Analyst Intern
6076,7.96,HTML|CSS|JS,5,Web Development,1,Advanced,6,3,96,Frontend Intern
6077,7.5,HTML|CSS|JS,6,Machine Learning,0,Beginner,4,0,76,ML Intern
6078,6.94,HTML|CSS|JS,5,Web Development,5,Intermediate,4,4,54,Full Stack Intern
6079,8.25,C|C++|DSA,1,Machine Learning,2,Intermediate,4,3,98,ML Intern
6080,6.32,HTML|CSS|JS,6,Software Development,0,Advanced,6,0,97,SDE Intern
6081,8.58,C++|DSA,2,AI,1,Advanced,6,4,68,AI Intern
6082,8.76,HTML|CSS|Bootstrap,3,AI,2,Intermediate,10,3,68,AI Intern
6083,6.13,Python|ML|Data Analysis,5,Web Development,0,Advanced,8,3,41,Full Stack Intern
6084,6.31,HTML|CSS|Bootstrap,3,Machine Learning,3,Intermediate,6,5,38,ML Intern
6085,7.19,C++|DSA,1,Machine Learning,1,Advanced,4,4,97,ML Intern
6086,8.94,Python|AI|Deep Learning,3,Data Analysis,3,Advanced,8,3,77,Data Analyst Intern
6087,8.96,C++|DSA,4,Data Analysis,3,Advanced,5,4,80,Data Analyst Intern
6088,7.99,Python|AI|Deep Learning,1,Data Analysis,5,Beginner,8,0,90,Data Analyst Intern
6089,9.64,HTML|CSS|JS,4,Software Development,3,Intermediate,8,2,64,SDE Intern
6090,7.16,Python|AI|Deep Learning,2,Data Analysis,5,Advanced,5,4,43,Data Analyst Intern
6091,7.24,HTML|CSS|JS,1,Software Development,5,Advanced,10,1,30,SDE Intern
6092,7.22,HTML|CSS|Bootstrap,5,Software Development,4,Beginner,10,4,91,SDE Intern
6093,7.2,HTML|CSS|JS,5,Data Analysis,3,Beginner,8,5,42,Data Analyst Intern
6094,6.24,Python|SQL|Tableau,1,Data Science,2,Advanced,9,4,85,Data Science Intern
6095,7.84,C|C++|DSA,6,Data Science,4,Advanced,7,5,31,Data Science Intern
6096,7.19,HTML|CSS|JS,3,AI,0,Beginner,4,5,48,AI Intern
6097,6.67,HTML|CSS|JS,2,AI,3,Beginner,9,5,30,AI Intern
6098,9.1,HTML|CSS|JS,4,Software Development,4,Advanced,9,1,56,SDE Intern
6099,7.75,C++|DSA,3,Software Development,2,Beginner,7,3,34,SDE Intern
6100,7.07,C++|DSA,2,Data Analysis,4,Advanced,4,0,100,Data Analyst Intern
6101,8.8,Python|AI|Deep Learning,6,Machine Learning,2,Advanced,10,1,89,ML Intern
6102,8.55,React|Node.js,2,Data Science,1,Beginner,6,2,84,Data Science Intern
6103,9.01,HTML|CSS|Bootstrap,5,Software Development,2,Intermediate,8,2,51,SDE Intern
6104,6.96,C++|DSA,6,Data Science,0,Advanced,4,2,34,Data Science Intern
6105,6.91,HTML|CSS|Bootstrap,6,Data Analysis,4,Intermediate,5,5,31,Data Analyst Intern
6106,7.92,HTML|CSS|Bootstrap,2,Web Development,1,Advanced,9,1,57,Frontend Intern
6107,6.23,Python|AI|Deep Learning,4,Web Development,3,Intermediate,7,2,67,Frontend Intern
6108,7.65,Python|SQL|Tableau,2,Data Analysis,4,Beginner,10,2,47,Data Analyst Intern
6109,7.82,React|Node.js,4,Software Development,0,Intermediate,5,0,55,SDE Intern
6110,8.62,React|Node.js,3,Data Science,0,Beginner,10,2,93,Data Science Intern
6111,6.06,React|Node.js,2,Software Development,1,Advanced,9,3,69,SDE Intern
6112,9.39,React|Node.js,3,Web Development,0,Advanced,4,2,87,Full Stack Intern
6113,9.79,Python|ML|Data Analysis,1,Web Development,3,Intermediate,4,3,38,Full Stack Intern
6114,6.99,Python|AI|Deep Learning,2,AI,0,Advanced,6,2,37,AI Intern
6115,7.7,Python|AI|Deep Learning,5,Software Development,2,Beginner,9,2,62,SDE Intern
6116,7.77,Python|ML|Pandas,2,AI,1,Beginner,4,5,90,AI Intern
6117,8.56,HTML|CSS|Bootstrap,5,Machine Learning,2,Intermediate,6,1,99,ML Intern
6118,8.08,HTML|CSS|JS,4,Data Analysis,1,Intermediate,6,4,76,Data Analyst Intern
6119,7.98,Python|ML|Pandas,4,Data Science,2,Beginner,10,3,67,Data Science Intern
6120,7.58,Python|ML|Pandas,2,AI,0,Intermediate,8,0,87,AI Intern
6121,7.15,Python|SQL|Tableau,6,Web Development,4,Advanced,10,3,64,Full Stack Intern
6122,7.13,HTML|CSS|Bootstrap,5,Data Science,4,Intermediate,4,1,51,Data Science Intern
6123,6.59,C|C++|DSA,5,AI,4,Advanced,5,4,35,AI Intern
6124,7.9,Python|SQL|Tableau,3,Software Development,3,Beginner,9,3,54,SDE Intern
6125,9.33,HTML|CSS|Bootstrap,4,Data Analysis,3,Beginner,10,1,53,Data Analyst Intern
6126,8.74,C++|DSA,4,AI,2,Intermediate,4,5,65,AI Intern
6127,9.79,C++|DSA,4,Data Science,0,Beginner,10,0,51,Data Science Intern
6128,8.13,C++|DSA,4,Machine Learning,5,Intermediate,9,5,99,ML Intern
6129,7.31,Python|ML|Data Analysis,4,Machine Learning,5,Intermediate,6,0,62,ML Intern
6130,8.7,C|C++|DSA,4,Web Development,3,Beginner,4,1,74,Full Stack Intern
6131,9.11,HTML|CSS|JS,5,Machine Learning,4,Beginner,7,5,54,ML Intern
6132,6.02,React|Node.js,5,Data Analysis,5,Advanced,10,1,98,Data Analyst Intern
6133,8.55,Python|AI|Deep Learning,4,Data Science,1,Advanced,10,1,38,Data Science Intern
6134,6.13,Python|DL|NLP,2,Data Science,1,Intermediate,4,4,61,Data Science Intern
6135,8.48,Python|SQL|Tableau,1,Data Analysis,5,Intermediate,6,1,38,Data Analyst Intern
6136,7.83,Python|ML|Data Analysis,5,Data Analysis,0,Intermediate,6,0,100,Data Analyst Intern
6137,9.4,C++|DSA,6,AI,2,Advanced,7,1,56,AI Intern
6138,7.53,C|C++|DSA,5,Data Analysis,3,Intermediate,6,1,36,Data Analyst Intern
6139,9.49,C++|DSA,3,Data Analysis,1,Intermediate,10,0,98,Data Analyst Intern
6140,7.27,Python|DL|NLP,4,AI,2,Beginner,9,5,99,AI Intern
6141,8.94,C++|DSA,1,Software Development,1,Intermediate,8,0,94,SDE Intern
6142,6.97,Python|SQL|Tableau,1,Data Analysis,5,Advanced,6,0,60,Data Analyst Intern
6143,6.46,Python|AI|Deep Learning,1,Machine Learning,3,Beginner,5,0,72,ML Intern
6144,8.6,Python|AI|Deep Learning,4,Web Development,4,Advanced,7,1,81,Full Stack Intern
6145,8.18,Python|AI|Deep Learning,6,Web Development,5,Advanced,4,1,70,Full Stack Intern
6146,9.08,Python|AI|Deep Learning,5,Software Development,1,Beginner,7,1,88,SDE Intern
6147,6.69,C|C++|DSA,1,Machine Learning,1,Intermediate,6,4,53,ML Intern
6148,8.57,Python|AI|Deep Learning,6,Machine Learning,0,Advanced,10,3,49,ML Intern
6149,6.45,React|Node.js,2,Data Science,5,Intermediate,5,5,40,Data Science Intern
6150,6.64,Python|ML|Pandas,3,Data Analysis,1,Intermediate,7,0,65,Data Analyst Intern
6151,6.74,React|Node.js,1,Software Development,4,Intermediate,5,0,40,SDE Intern
6152,6.9,Python|SQL|Tableau,2,Data Analysis,5,Intermediate,9,1,69,Data Analyst Intern
6153,6.43,HTML|CSS|JS,5,Machine Learning,2,Intermediate,6,5,69,ML Intern
6154,6.61,C++|DSA,5,AI,5,Intermediate,10,0,60,AI Intern
6155,9.49,C|C++|DSA,3,Software Development,5,Advanced,6,1,50,SDE Intern
6156,7.55,Python|AI|Deep Learning,1,Software Development,3,Beginner,10,1,37,SDE Intern
6157,6.59,C++|DSA,2,Machine Learning,1,Intermediate,10,5,99,ML Intern
6158,9.43,Python|AI|Deep Learning,3,Data Science,5,Beginner,4,2,56,Data Science Intern
6159,9.32,HTML|CSS|JS,1,Software Development,1,Beginner,6,1,80,SDE Intern
6160,9.23,HTML|CSS|JS,3,Machine Learning,2,Beginner,8,2,92,ML Intern
6161,6.24,Python|DL|NLP,3,Data Science,1,Beginner,10,2,96,Data Science Intern
6162,6.88,Python|ML|Data Analysis,2,Data Analysis,1,Beginner,4,3,62,Data Analyst Intern
6163,6.66,Python|ML|Pandas,1,Data Science,4,Beginner,10,4,65,Data Science Intern
6164,9.51,Python|SQL|Tableau,5,Data Analysis,3,Beginner,6,0,79,Data Analyst Intern
6165,8.78,HTML|CSS|Bootstrap,3,Web Development,4,Intermediate,8,5,74,Frontend Intern
6166,7.04,Python|AI|Deep Learning,6,Machine Learning,3,Advanced,5,2,51,ML Intern
6167,6.83,Python|SQL|Tableau,4,Software Development,0,Intermediate,4,5,37,SDE Intern
6168,7.46,HTML|CSS|JS,6,Web Development,1,Intermediate,9,4,48,Full Stack Intern
6169,6.9,Python|ML|Pandas,5,Web Development,2,Intermediate,5,4,32,Full Stack Intern
6170,8.0,HTML|CSS|JS,2,Machine Learning,3,Advanced,10,5,71,ML Intern
6171,6.93,Python|ML|Data Analysis,2,Web Development,5,Intermediate,7,0,56,Frontend Intern
6172,7.86,C++|DSA,5,Data Science,1,Advanced,4,4,86,Data Science Intern
6173,8.21,C|C++|DSA,2,AI,4,Beginner,6,0,88,AI Intern
6174,7.63,Python|ML|Pandas,1,Software Development,2,Advanced,4,2,86,SDE Intern
6175,7.66,C++|DSA,2,AI,5,Advanced,7,5,42,AI Intern
6176,8.76,Python|AI|Deep Learning,4,Web Development,1,Intermediate,10,4,72,Frontend Intern
6177,8.11,C|C++|DSA,6,Web Development,1,Intermediate,8,0,45,Full Stack Intern
6178,8.94,HTML|CSS|JS,5,Data Analysis,0,Advanced,10,2,93,Data Analyst Intern
6179,8.89,C++|DSA,5,Software Development,1,Intermediate,6,5,33,SDE Intern
6180,7.84,Python|ML|Data Analysis,5,Software Development,2,Beginner,5,4,70,SDE Intern
6181,6.02,C|C++|DSA,5,AI,4,Advanced,9,5,43,AI Intern
6182,9.14,Python|ML|Data Analysis,5,Machine Learning,2,Beginner,6,3,70,ML Intern
6183,8.49,HTML|CSS|Bootstrap,2,Data Science,5,Advanced,9,3,75,Data Science Intern
6184,9.1,React|Node.js,1,AI,5,Beginner,9,5,59,AI Intern
6185,6.01,Python|ML|Pandas,5,Data Science,0,Advanced,5,3,39,Data Science Intern
6186,8.22,Python|ML|Pandas,4,Data Science,1,Intermediate,4,2,79,Data Science Intern
6187,7.5,HTML|CSS|Bootstrap,2,Machine Learning,3,Advanced,4,1,82,ML Intern
6188,9.57,React|Node.js,3,Software Development,5,Intermediate,8,4,71,SDE Intern
6189,8.34,Python|AI|Deep Learning,6,AI,5,Advanced,6,4,93,AI Intern
6190,6.4,Python|ML|Data Analysis,3,Data Science,5,Advanced,6,2,40,Data Science Intern
6191,9.43,HTML|CSS|JS,4,Data Analysis,5,Advanced,7,5,48,Data Analyst Intern
6192,9.01,Python|DL|NLP,4,Machine Learning,3,Advanced,7,4,56,ML Intern
6193,6.44,Python|SQL|Tableau,3,Software Development,5,Intermediate,4,1,94,SDE Intern
6194,6.54,HTML|CSS|JS,6,Data Science,2,Beginner,4,5,89,Data Science Intern
6195,6.6,Python|AI|Deep Learning,3,Machine Learning,3,Beginner,7,4,95,ML Intern
6196,7.2,Python|AI|Deep Learning,6,Data Analysis,3,Intermediate,7,2,41,Data Analyst Intern
6197,9.69,HTML|CSS|JS,3,Web Development,2,Advanced,10,5,49,Full Stack Intern
6198,8.13,Python|ML|Data Analysis,2,Software Development,0,Beginner,4,1,30,SDE Intern
6199,7.43,HTML|CSS|Bootstrap,1,Data Analysis,2,Beginner,7,0,63,Data Analyst Intern
6200,7.55,React|Node.js,4,Data Science,0,Advanced,7,2,62,Data Science Intern
6201,8.33,C++|DSA,1,Web Development,4,Beginner,9,5,88,Frontend Intern
6202,7.54,C++|DSA,3,Machine Learning,4,Beginner,6,5,91,ML Intern
6203,7.45,Python|ML|Pandas,5,Software Development,3,Advanced,10,4,76,SDE Intern
6204,6.69,Python|AI|Deep Learning,2,Machine Learning,2,Advanced,8,3,51,ML Intern
6205,8.98,Python|AI|Deep Learning,4,Machine Learning,4,Beginner,9,2,31,ML Intern
6206,8.28,Python|DL|NLP,3,Data Science,1,Beginner,5,4,87,Data Science Intern
6207,8.6,HTML|CSS|Bootstrap,1,Web Development,1,Advanced,5,0,86,Frontend Intern
6208,8.35,Python|SQL|Tableau,4,AI,2,Beginner,5,0,93,AI Intern
6209,7.83,React|Node.js,5,Data Analysis,4,Beginner,6,3,97,Data Analyst Intern
6210,9.49,Python|ML|Pandas,4,Machine Learning,2,Beginner,8,3,66,ML Intern
6211,6.25,Python|AI|Deep Learning,2,Data Science,2,Advanced,9,3,89,Data Science Intern
6212,7.02,Python|SQL|Tableau,1,Machine Learning,1,Intermediate,5,0,79,ML Intern
6213,8.7,Python|DL|NLP,3,AI,4,Advanced,5,4,95,AI Intern
6214,6.47,Python|SQL|Tableau,3,AI,2,Intermediate,9,5,55,AI Intern
6215,8.59,Python|ML|Pandas,4,Data Science,5,Advanced,5,2,70,Data Science Intern
6216,9.47,React|Node.js,1,Data Science,0,Beginner,6,4,37,Data Science Intern
6217,6.41,C++|DSA,2,Software Development,4,Beginner,8,5,71,SDE Intern
6218,6.27,Python|ML|Pandas,4,Machine Learning,1,Beginner,4,4,37,ML Intern
6219,8.46,C|C++|DSA,4,Software Development,4,Advanced,4,2,62,SDE Intern
6220,6.44,HTML|CSS|JS,3,AI,2,Advanced,5,4,84,AI Intern
6221,7.46,HTML|CSS|Bootstrap,3,Data Analysis,0,Beginner,7,4,79,Data Analyst Intern
6222,8.18,Python|ML|Pandas,6,Software Development,0,Intermediate,5,4,64,SDE Intern
6223,8.02,Python|AI|Deep Learning,2,Data Analysis,4,Advanced,7,3,43,Data Analyst Intern
6224,8.29,HTML|CSS|JS,1,AI,2,Beginner,10,4,47,AI Intern
6225,7.01,C++|DSA,1,Machine Learning,2,Intermediate,10,0,85,ML Intern
6226,6.52,Python|AI|Deep Learning,1,Data Science,3,Advanced,9,2,69,Data Science Intern
6227,9.28,HTML|CSS|Bootstrap,6,Data Analysis,1,Beginner,7,4,42,Data Analyst Intern
6228,6.57,HTML|CSS|JS,1,Software Development,0,Beginner,10,0,92,SDE Intern
6229,9.47,C++|DSA,5,Data Analysis,3,Beginner,5,4,68,Data Analyst Intern
6230,9.33,Python|ML|Data Analysis,2,AI,0,Advanced,9,5,62,AI Intern
6231,7.19,React|Node.js,5,Machine Learning,1,Intermediate,5,5,51,ML Intern
6232,7.16,Python|ML|Data Analysis,6,Data Analysis,4,Intermediate,7,4,32,Data Analyst Intern
6233,6.25,C++|DSA,1,AI,0,Beginner,7,1,45,AI Intern
6234,6.91,Python|DL|NLP,1,Machine Learning,3,Advanced,8,4,78,ML Intern
6235,7.76,Python|ML|Data Analysis,3,Software Development,5,Intermediate,8,0,94,SDE Intern
6236,9.41,Python|ML|Pandas,3,Software Development,5,Intermediate,5,5,52,SDE Intern
6237,6.31,HTML|CSS|Bootstrap,2,Data Analysis,4,Advanced,8,5,33,Data Analyst Intern
6238,8.21,Python|AI|Deep Learning,1,Software Development,5,Advanced,4,0,42,SDE Intern
6239,8.55,C++|DSA,4,Data Science,1,Advanced,10,0,42,Data Science Intern
6240,6.61,React|Node.js,2,Data Analysis,5,Beginner,7,2,93,Data Analyst Intern
6241,6.07,Python|ML|Pandas,6,AI,0,Advanced,6,0,38,AI Intern
6242,6.46,Python|ML|Data Analysis,6,Software Development,4,Advanced,9,4,40,SDE Intern
6243,6.08,HTML|CSS|JS,5,Web Development,5,Beginner,8,5,66,Full Stack Intern
6244,8.82,HTML|CSS|Bootstrap,4,Machine Learning,5,Intermediate,10,5,69,ML Intern
6245,8.41,React|Node.js,3,Data Science,3,Intermediate,5,4,73,Data Science Intern
6246,7.54,React|Node.js,4,Web Development,1,Beginner,9,2,88,Full Stack Intern
6247,8.31,C|C++|DSA,4,Data Science,5,Beginner,4,4,41,Data Science Intern
6248,6.96,Python|DL|NLP,4,Machine Learning,5,Beginner,6,0,80,ML Intern
6249,9.24,C|C++|DSA,4,Web Development,4,Intermediate,4,5,33,Full Stack Intern
6250,9.54,HTML|CSS|Bootstrap,3,AI,1,Beginner,9,5,98,AI Intern
6251,9.59,Python|DL|NLP,6,Software Development,4,Intermediate,4,2,83,SDE Intern
6252,9.75,HTML|CSS|Bootstrap,6,Data Analysis,4,Advanced,4,3,41,Data Analyst Intern
6253,8.01,Python|ML|Pandas,3,Data Analysis,5,Beginner,6,3,93,Data Analyst Intern
6254,9.71,Python|SQL|Tableau,1,AI,0,Advanced,5,4,53,AI Intern
6255,7.14,Python|DL|NLP,2,Data Analysis,1,Advanced,4,4,63,Data Analyst Intern
6256,6.29,C|C++|DSA,3,Web Development,4,Beginner,8,4,97,Full Stack Intern
6257,6.04,Python|DL|NLP,3,AI,2,Beginner,7,2,58,AI Intern
6258,7.24,HTML|CSS|Bootstrap,3,Data Science,5,Beginner,6,1,47,Data Science Intern
6259,6.83,Python|SQL|Tableau,1,Machine Learning,4,Advanced,8,4,34,ML Intern
6260,6.94,HTML|CSS|Bootstrap,4,Data Science,2,Beginner,4,0,50,Data Science Intern
6261,7.3,Python|DL|NLP,6,Data Analysis,0,Beginner,5,0,83,Data Analyst Intern
6262,8.71,HTML|CSS|Bootstrap,2,AI,5,Intermediate,9,1,40,AI Intern
6263,8.55,Python|ML|Data Analysis,6,Web Development,1,Advanced,8,2,91,Frontend Intern
6264,7.5,Python|SQL|Tableau,5,Data Analysis,1,Intermediate,10,0,63,Data Analyst Intern
6265,9.4,C|C++|DSA,3,Software Development,4,Beginner,4,1,73,SDE Intern
6266,6.4,React|Node.js,6,Web Development,1,Advanced,10,4,82,Frontend Intern
6267,6.06,Python|ML|Pandas,5,Machine Learning,0,Intermediate,9,1,42,ML Intern
6268,7.6,C++|DSA,5,Data Science,4,Advanced,10,5,43,Data Science Intern
6269,9.68,C++|DSA,4,AI,3,Advanced,9,4,95,AI Intern
6270,7.93,HTML|CSS|JS,4,Data Science,4,Advanced,10,4,36,Data Science Intern
6271,8.39,React|Node.js,2,AI,4,Intermediate,5,5,73,AI Intern
6272,9.35,Python|AI|Deep Learning,1,Web Development,3,Intermediate,5,4,38,Frontend Intern
6273,7.04,Python|DL|NLP,5,AI,2,Beginner,8,2,30,AI Intern
6274,8.23,C|C++|DSA,1,Software Development,2,Intermediate,5,1,44,SDE Intern
6275,6.49,HTML|CSS|Bootstrap,5,Machine Learning,0,Beginner,4,2,96,ML Intern
6276,6.03,C++|DSA,5,Software Development,3,Advanced,8,1,61,SDE Intern
6277,6.03,C++|DSA,1,Data Science,4,Advanced,5,0,88,Data Science Intern
6278,6.36,HTML|CSS|JS,5,Data Analysis,5,Beginner,7,0,95,Data Analyst Intern
6279,8.36,C|C++|DSA,2,Software Development,1,Intermediate,4,3,65,SDE Intern
6280,9.53,C|C++|DSA,1,Machine Learning,2,Intermediate,10,2,57,ML Intern
6281,6.26,C++|DSA,2,Data Science,0,Intermediate,7,3,94,Data Science Intern
6282,6.3,Python|SQL|Tableau,2,Software Development,4,Intermediate,8,1,75,SDE Intern
6283,7.74,Python|ML|Data Analysis,2,Data Science,5,Intermediate,7,0,91,Data Science Intern
6284,9.1,HTML|CSS|JS,1,Web Development,5,Intermediate,4,4,52,Frontend Intern
6285,7.49,Python|SQL|Tableau,6,Data Analysis,5,Intermediate,6,5,30,Data Analyst Intern
6286,6.11,HTML|CSS|Bootstrap,5,Web Development,2,Intermediate,6,2,63,Frontend Intern
6287,7.74,C++|DSA,5,Machine Learning,0,Beginner,9,0,71,ML Intern
6288,9.17,HTML|CSS|Bootstrap,1,Software Development,3,Beginner,5,4,93,SDE Intern
6289,8.11,HTML|CSS|JS,1,Data Science,1,Intermediate,7,5,94,Data Science Intern
6290,9.3,HTML|CSS|JS,5,Software Development,0,Intermediate,9,1,82,SDE Intern
6291,8.0,Python|AI|Deep Learning,5,Machine Learning,2,Advanced,4,0,81,ML Intern
6292,7.51,HTML|CSS|JS,2,Machine Learning,0,Intermediate,5,0,81,ML Intern
6293,8.93,C++|DSA,5,Software Development,1,Beginner,6,1,65,SDE Intern
6294,6.5,C|C++|DSA,3,Software Development,0,Beginner,8,5,53,SDE Intern
6295,7.98,Python|ML|Pandas,5,Data Analysis,1,Intermediate,5,3,100,Data Analyst Intern
6296,7.51,Python|DL|NLP,4,Software Development,2,Beginner,5,1,90,SDE Intern
6297,6.78,Python|ML|Data Analysis,1,Software Development,1,Intermediate,7,2,65,SDE Intern
6298,7.27,Python|DL|NLP,1,Web Development,5,Beginner,8,5,71,Frontend Intern
6299,7.43,HTML|CSS|JS,6,Data Analysis,0,Intermediate,10,3,82,Data Analyst Intern
6300,8.13,Python|ML|Data Analysis,3,Machine Learning,4,Advanced,4,0,57,ML Intern
6301,8.66,React|Node.js,3,Software Development,3,Beginner,8,4,79,SDE Intern
6302,8.06,C++|DSA,4,Data Analysis,3,Intermediate,5,0,42,Data Analyst Intern
6303,9.47,React|Node.js,6,Data Analysis,2,Intermediate,8,4,34,Data Analyst Intern
6304,8.71,Python|ML|Data Analysis,4,Data Science,4,Intermediate,5,3,70,Data Science Intern
6305,9.23,Python|ML|Pandas,2,Data Science,1,Advanced,5,5,42,Data Science Intern
6306,7.73,C++|DSA,2,Data Science,2,Advanced,10,4,75,Data Science Intern
6307,7.05,C++|DSA,2,AI,3,Advanced,6,1,30,AI Intern
6308,7.99,HTML|CSS|Bootstrap,4,Data Science,2,Intermediate,9,1,63,Data Science Intern
6309,9.52,C++|DSA,6,Data Science,4,Intermediate,9,4,93,Data Science Intern
6310,7.94,Python|DL|NLP,1,Data Science,0,Advanced,6,0,31,Data Science Intern
6311,9.21,React|Node.js,3,Machine Learning,1,Advanced,9,5,100,ML Intern
