Student_ID,Study_Hours,Attendance,Previous_GPA,Assignments_Completed,Class_Participation,Sleep_Hours,Internet_Usage,Extra_Activities,Stress_Level,Mock_Test_Score,Final_GPA,Performance
1632,5,83,6.1,5,4,6,2,0,2,83,7.14,Good
1633,6,99,7.96,6,7,6,1,0,2,91,8.58,Excellent
1634,2,65,5.85,10,3,6,7,0,1,51,6.03,Average
1635,1,74,5.6,6,7,8,3,1,2,80,6.05,Average
1636,7,61,6.98,6,2,5,6,0,7,43,6.49,Average
1637,7,56,4.13,6,8,6,7,0,3,79,7.17,Good
1638,2,88,4.44,10,6,5,6,0,4,58,6.28,Average
1639,2,66,6.3,7,3,8,4,1,4,93,5.97,Poor
1640,1,94,9.19,6,3,8,6,1,4,40,6.17,Average
1641,8,60,7.97,7,5,6,2,1,2,94,8.34,Good
1642,8,55,4.48,6,3,8,3,0,6,82,6.76,Average
1643,1,72,8.65,6,6,8,2,1,1,94,6.75,Average
1644,8,76,8.03,5,2,5,6,0,5,52,7.47,Good
1645,9,95,7.36,7,8,4,5,0,2,89,9.45,Excellent
1646,4,55,8.51,9,9,7,7,0,9,92,7.06,Good
1647,1,87,6.22,7,7,6,6,1,2,91,6.64,Average
1648,1,51,5.22,8,3,4,5,1,6,81,4.95,Poor
1649,3,71,6.82,10,4,6,6,1,4,84,6.76,Average
1650,5,69,7.02,9,2,4,4,0,6,64,6.67,Average
1651,5,74,6.96,5,9,8,3,1,2,83,7.62,Good
1652,9,64,7.11,7,5,6,5,1,2,84,8.45,Good
1653,2,98,9.22,5,2,4,1,1,7,73,6.38,Average
1654,2,78,8.96,9,6,7,4,0,3,74,7.12,Good
1655,6,57,8.82,5,7,8,2,0,3,56,7.39,Good
1656,9,86,8.41,5,2,6,6,0,7,65,7.97,Good
1657,1,98,9.19,4,1,6,3,0,8,60,5.66,Poor
1658,9,82,4.54,7,7,4,3,1,7,90,8.06,Good
1659,9,71,5.46,5,1,6,6,1,3,51,7.25,Good
1660,9,99,6.72,4,3,8,1,0,3,55,8.18,Good
1661,5,96,8.66,4,4,5,7,1,7,91,7.39,Good
1662,9,54,6.78,6,2,4,7,0,3,59,7.45,Good
1663,4,88,8.11,6,7,7,5,1,2,93,7.83,Good
1664,2,67,4.76,10,5,6,6,1,7,49,5.45,Poor
1665,6,87,5.39,9,1,8,3,1,3,62,7.17,Good
1666,4,86,8.02,7,8,6,1,0,5,94,7.69,Good
1667,6,79,4.91,6,7,7,7,1,7,86,7.06,Good
1668,3,80,5.93,9,4,8,1,1,2,69,6.72,Average
1669,6,59,5.46,7,2,7,7,1,8,98,6.4,Average
1670,2,64,5.92,9,7,8,2,1,2,47,6.19,Average
1671,2,91,7.9,10,2,5,1,0,4,90,6.94,Average
1672,9,97,6.02,10,6,8,4,0,4,44,8.68,Excellent
1673,7,93,7.05,4,1,7,3,0,8,51,6.82,Average
1674,3,67,4.55,4,7,4,4,1,1,81,6.21,Average
1675,1,72,8.43,7,7,5,7,1,9,93,6.11,Average
1676,8,82,6.03,9,4,6,1,1,6,53,7.7,Good
1677,6,65,7.57,9,4,5,1,0,4,99,7.72,Good
1678,7,87,7.99,6,5,5,4,0,6,93,8.08,Good
1679,9,84,5.15,6,2,6,2,1,6,51,7.35,Good
1680,5,83,8.87,7,9,8,1,0,9,63,7.49,Good
1681,1,77,7.39,8,4,5,4,0,4,84,6.21,Average
1682,7,51,6.36,6,9,5,4,1,8,92,7.24,Good
1683,5,79,5.0,5,3,4,3,0,1,92,6.94,Average
1684,3,62,9.18,6,9,4,2,1,6,56,6.68,Average
1685,9,90,8.15,8,1,7,5,0,5,40,8.14,Good
1686,1,65,5.14,9,7,6,4,0,3,93,6.11,Average
1687,1,54,5.86,4,4,8,3,0,4,81,5.04,Poor
1688,1,77,8.45,4,7,8,5,0,8,97,6.05,Average
1689,3,88,7.83,9,6,7,3,1,2,76,7.51,Good
1690,6,94,8.21,4,4,8,3,1,8,50,7.06,Good
1691,3,69,6.43,6,4,8,6,0,7,81,5.93,Poor
1692,8,73,7.94,10,8,4,2,1,1,45,8.8,Excellent
1693,2,76,6.13,4,7,8,1,0,2,54,6.04,Average
1694,9,79,5.16,10,4,8,2,1,7,80,8.03,Good
1695,3,94,7.48,8,6,7,5,0,3,79,7.39,Good
1696,5,76,9.37,10,6,7,6,1,2,62,8.13,Good
1697,8,75,5.71,8,1,5,2,0,1,62,7.68,Good
1698,2,56,6.54,6,2,8,1,0,7,77,5.17,Poor
1699,6,91,7.71,9,4,8,2,1,3,77,8.14,Good
1700,5,96,6.98,5,6,8,2,0,6,88,7.42,Good
1701,9,87,8.64,6,6,4,2,0,8,51,8.29,Good
1702,5,54,8.19,4,1,8,4,0,6,46,5.84,Poor
1703,2,72,4.32,6,8,4,4,0,7,76,5.63,Poor
1704,5,77,9.49,8,2,5,2,1,6,55,7.12,Good
1705,4,83,8.14,6,5,6,1,1,7,94,7.06,Good
1706,7,64,8.75,6,4,8,7,0,5,77,7.62,Good
1707,6,81,7.58,5,5,7,1,0,9,79,7.06,Good
1708,2,75,8.71,8,5,7,1,1,3,74,6.82,Average
1709,5,97,4.62,7,8,8,1,1,6,79,7.28,Good
1710,7,80,5.91,7,7,4,6,0,9,68,7.29,Good
1711,7,68,8.82,8,9,7,6,0,1,78,8.8,Excellent
1712,5,58,5.11,7,1,7,3,1,5,56,5.8,Poor
1713,9,78,4.43,4,6,5,2,0,4,90,7.86,Good
1714,4,88,8.33,7,6,5,7,1,9,65,6.91,Average
1715,3,53,8.6,4,2,5,7,1,1,59,6.02,Average
1716,4,52,4.89,8,8,7,2,1,4,85,6.51,Average
1717,5,78,8.7,7,6,7,3,0,1,64,7.86,Good
1718,6,60,7.78,7,9,8,1,1,3,99,8.06,Good
1719,3,82,6.86,9,5,8,5,1,4,77,6.92,Average
1720,2,87,8.57,10,7,4,5,0,1,78,7.66,Good
1721,4,60,6.31,4,6,7,3,1,5,76,6.17,Average
1722,5,76,5.07,4,5,8,7,1,6,58,6.17,Average
1723,4,82,5.57,6,6,8,5,1,1,60,6.89,Average
1724,3,70,6.78,5,4,5,4,1,4,71,6.12,Average
1725,8,88,6.92,7,3,5,2,1,4,67,8.03,Good
1726,4,80,8.43,9,1,5,5,1,1,78,7.39,Good
1727,2,87,8.35,5,1,6,6,0,2,80,6.46,Average
1728,2,95,7.2,10,6,8,6,0,5,51,6.79,Average
1729,1,51,8.29,10,9,5,7,0,2,96,6.88,Average
1730,4,76,5.05,9,8,5,7,1,3,86,7.22,Good
1731,9,85,4.28,5,2,7,4,1,9,54,6.83,Average
1732,7,60,8.8,7,9,5,2,1,5,67,8.04,Good
1733,7,96,4.42,10,8,7,4,0,1,95,8.75,Excellent
1734,7,67,5.36,9,9,4,2,0,5,60,7.63,Good
1735,8,50,7.82,4,4,5,2,1,3,55,7.24,Good
1736,1,84,6.25,6,9,7,7,0,1,62,6.5,Average
1737,8,84,8.82,9,2,5,5,0,3,91,8.75,Excellent
1738,4,80,5.64,8,1,4,6,1,6,65,6.13,Average
1739,4,77,4.07,10,9,5,3,0,5,54,6.73,Average
1740,4,88,5.65,10,8,7,5,0,1,76,7.77,Good
1741,6,50,7.18,7,7,4,7,0,2,51,7.18,Good
1742,7,74,6.07,7,8,4,1,0,5,43,7.45,Good
1743,6,92,6.94,8,1,4,4,1,9,74,7.0,Good
1744,1,87,8.82,10,9,6,7,1,5,70,7.14,Good
1745,8,69,9.02,5,9,7,1,0,5,66,8.35,Good
1746,7,52,5.46,6,9,6,2,0,1,71,7.57,Good
1747,6,51,6.54,5,6,4,7,0,5,72,6.69,Average
1748,6,67,7.02,8,4,6,5,0,8,52,6.7,Average
1749,5,93,9.22,8,2,5,1,1,9,76,7.29,Good
1750,6,59,9.49,6,4,6,1,1,3,83,7.63,Good
1751,9,54,5.29,8,7,8,6,0,4,41,7.57,Good
1752,9,58,8.0,8,1,4,7,0,7,77,7.65,Good
1753,8,51,6.08,10,9,4,1,0,7,76,7.81,Good
1754,9,83,4.04,9,3,7,6,0,1,98,8.45,Good
1755,8,87,4.05,10,4,5,6,1,6,89,7.86,Good
1756,8,80,6.53,6,5,7,2,0,9,95,7.68,Good
1757,1,59,6.69,7,3,6,6,0,5,44,5.03,Poor
1758,5,99,4.12,5,4,8,2,1,8,57,6.22,Average
1759,4,61,7.78,7,5,8,6,0,9,87,6.39,Average
1760,2,85,5.62,7,1,8,6,1,3,56,5.74,Poor
1761,8,70,7.08,9,9,8,7,1,1,41,8.53,Excellent
1762,3,98,5.66,5,4,5,7,0,2,88,6.81,Average
1763,4,96,4.92,7,9,6,2,1,5,81,7.24,Good
1764,7,55,6.24,6,4,8,1,0,7,97,6.95,Average
1765,9,97,5.28,5,1,4,4,0,6,74,7.66,Good
1766,2,98,6.94,4,5,6,5,1,4,53,6.23,Average
1767,3,52,5.09,9,9,5,5,1,9,90,6.01,Average
1768,4,59,6.8,7,3,8,2,1,4,51,6.1,Average
1769,1,54,4.87,8,5,5,1,0,3,97,5.59,Poor
1770,7,95,7.69,5,3,8,7,0,5,72,7.78,Good
1771,2,75,8.15,4,3,4,7,0,4,46,5.75,Poor
1772,5,70,4.61,8,1,6,4,0,2,97,6.73,Average
1773,1,94,6.57,4,2,4,3,0,3,78,5.83,Poor
1774,3,75,4.39,7,2,8,7,1,7,84,5.58,Poor
1775,2,87,7.29,8,9,7,2,1,2,48,7.01,Good
1776,1,93,5.45,7,7,6,3,1,1,44,6.24,Average
1777,7,75,6.9,8,8,5,5,0,2,43,8.02,Good
1778,5,57,6.85,5,2,8,5,0,8,71,5.88,Poor
1779,1,54,9.08,10,9,4,7,0,8,44,5.99,Poor
1780,6,64,7.02,6,3,7,4,0,2,95,7.36,Good
1781,5,65,7.21,10,2,8,4,0,6,95,7.03,Good
1782,3,50,6.21,6,1,5,3,1,7,99,5.4,Poor
1783,7,65,9.22,10,9,4,7,0,1,91,9.15,Excellent
1784,9,86,8.27,4,8,6,5,1,7,83,8.61,Excellent
1785,9,52,5.57,9,4,7,4,0,8,47,7.06,Good
1786,9,96,8.64,8,7,8,4,1,9,52,8.67,Excellent
1787,2,80,6.38,7,3,8,5,0,8,43,5.37,Poor
1788,3,62,8.56,9,3,8,7,0,3,91,6.9,Average
1789,7,65,8.53,5,4,8,5,1,8,50,6.94,Average
1790,5,92,5.04,5,2,4,1,0,3,54,6.53,Average
1791,2,70,7.86,5,4,6,6,0,6,95,6.08,Average
1792,3,51,5.6,6,3,5,4,0,4,85,5.65,Poor
1793,6,76,5.64,7,8,7,3,1,7,57,7.05,Good
1794,7,87,5.63,5,2,8,7,1,8,59,6.7,Average
1795,9,75,7.99,5,9,8,2,0,6,40,8.21,Good
1796,1,87,5.26,10,3,6,2,1,4,40,5.65,Poor
1797,7,95,4.0,4,4,6,5,1,8,50,6.54,Average
1798,8,74,7.93,8,3,4,6,1,7,68,7.77,Good
1799,3,60,4.94,8,3,4,7,1,8,68,5.34,Poor
1800,4,57,4.57,8,8,4,7,1,7,63,6.04,Average
1801,6,57,5.31,9,8,7,3,0,3,59,7.22,Good
1802,7,82,6.09,10,6,4,1,0,3,69,8.16,Good
1803,4,56,6.62,10,4,8,4,0,9,77,6.17,Average
1804,8,87,4.25,4,1,4,1,1,7,44,6.48,Average
1805,5,70,9.34,6,4,7,7,1,1,84,7.73,Good
1806,1,57,7.94,9,8,4,3,1,3,49,6.17,Average
1807,4,70,5.78,4,6,4,1,0,1,45,6.35,Average
1808,3,69,5.75,5,2,8,5,0,6,43,5.23,Poor
1809,9,57,6.47,7,3,8,2,0,2,43,7.59,Good
1810,8,95,7.44,9,7,8,5,0,7,46,8.36,Good
1811,1,80,4.81,9,4,4,4,0,8,87,5.5,Poor
1812,6,99,5.04,5,4,8,5,0,6,72,7.04,Good
1813,9,78,8.73,5,5,6,3,0,5,48,8.2,Good
1814,7,97,5.41,7,8,5,7,0,4,65,8.08,Good
1815,4,58,6.09,8,7,5,3,1,9,90,6.33,Average
1816,1,64,8.79,9,9,8,4,1,8,91,6.49,Average
1817,2,79,7.65,4,5,7,4,1,5,86,6.22,Average
1818,5,75,5.88,6,1,8,2,0,1,80,6.81,Average
1819,5,59,7.76,5,4,8,1,0,8,60,6.18,Average
1820,8,78,4.11,5,6,4,2,0,8,99,7.3,Good
1821,6,65,8.05,6,6,7,5,1,7,91,7.35,Good
1822,8,85,6.68,4,9,8,1,0,7,99,8.24,Good
1823,2,69,8.47,5,5,6,4,1,8,61,5.74,Poor
1824,3,94,9.25,6,5,5,3,1,1,72,7.57,Good
1825,6,86,9.09,10,6,6,5,0,3,97,8.81,Excellent
1826,3,71,9.0,5,6,6,2,1,4,72,6.78,Average
1827,6,56,6.82,8,3,6,7,0,6,87,6.89,Average
1828,6,72,5.98,8,6,7,6,1,9,44,6.62,Average
1829,2,90,6.56,5,8,7,6,0,4,60,6.46,Average
1830,7,89,7.79,10,6,7,4,0,6,66,8.31,Good
1831,2,78,8.86,5,5,5,7,0,9,80,6.09,Average
1832,6,65,5.14,8,3,4,1,1,9,40,5.98,Poor
1833,1,87,9.05,10,1,8,6,0,6,90,6.5,Average
1834,3,77,8.48,5,5,8,1,0,5,55,6.43,Average
1835,2,97,9.38,10,6,4,3,0,3,74,7.68,Good
1836,7,87,8.84,4,6,8,4,0,5,75,8.07,Good
1837,4,80,5.54,4,6,6,4,0,3,83,6.68,Average
1838,8,63,4.58,7,3,5,5,1,5,71,7.02,Good
1839,6,82,4.62,4,4,8,5,1,1,68,6.98,Average
1840,4,58,5.6,9,3,5,7,1,6,78,6.11,Average
1841,5,76,7.38,10,2,4,1,0,7,86,7.09,Good
1842,9,73,8.42,9,8,8,6,0,2,62,9.16,Excellent
1843,7,62,8.95,9,7,5,6,0,3,54,8.18,Good
1844,9,75,7.43,5,8,6,2,1,9,65,7.95,Good
1845,7,78,4.03,5,6,6,1,1,8,76,6.77,Average
1846,1,98,5.02,6,7,4,6,0,4,64,6.06,Average
1847,8,92,4.55,10,1,7,5,1,8,94,7.61,Good
1848,4,77,6.0,9,5,8,5,1,8,41,6.2,Average
1849,3,77,6.76,9,4,6,5,0,6,51,6.25,Average
1850,7,57,4.24,4,3,6,1,1,1,58,6.51,Average
1851,3,72,5.92,8,2,4,4,0,2,98,6.55,Average
1852,8,78,4.99,10,9,6,7,1,4,71,8.38,Good
1853,6,54,7.56,8,8,8,2,1,4,62,7.44,Good
1854,5,91,6.55,10,2,4,2,1,2,44,7.3,Good
1855,4,56,6.72,10,6,5,5,0,9,94,6.55,Average
1856,8,91,6.35,7,3,4,3,1,2,64,8.14,Good
1857,8,85,9.26,6,3,8,1,0,6,96,8.42,Good
1858,1,90,5.18,8,5,8,6,1,5,74,5.93,Poor
1859,9,76,6.84,7,7,5,6,0,4,95,8.74,Excellent
1860,5,95,8.05,4,7,4,7,0,6,68,7.42,Good
1861,4,51,7.06,6,1,8,4,0,4,77,5.96,Poor
1862,6,74,9.11,6,7,8,5,1,9,84,7.57,Good
1863,6,58,6.08,9,7,5,3,0,7,59,6.9,Average
1864,2,76,6.55,10,6,7,5,1,3,86,6.83,Average
1865,8,50,4.49,10,6,4,3,0,4,75,7.47,Good
1866,7,72,7.35,5,2,8,2,0,1,91,7.74,Good
1867,1,59,5.59,10,3,6,3,0,6,46,5.03,Poor
1868,5,91,4.88,10,3,5,2,0,2,61,7.24,Good
1869,6,74,6.99,10,3,7,2,1,4,57,7.38,Good
1870,4,52,6.93,9,2,7,1,1,5,92,6.39,Average
1871,2,55,4.42,4,9,5,7,0,8,60,4.96,Poor
1872,4,55,7.84,10,6,7,3,1,3,61,7.01,Good
1873,1,51,7.43,9,2,8,4,1,6,78,5.35,Poor
1874,7,67,5.04,6,3,7,4,0,1,51,6.99,Average
1875,2,72,6.58,9,6,4,3,1,9,50,5.72,Poor
1876,2,51,7.96,10,4,6,7,1,1,95,6.7,Average
1877,9,61,6.91,7,7,8,1,0,2,51,8.22,Good
1878,5,71,6.18,9,6,5,4,1,1,65,7.43,Good
1879,2,86,5.77,8,6,6,5,0,8,69,6.02,Average
1880,9,69,7.36,4,3,8,4,1,4,54,7.61,Good
1881,9,88,9.17,4,8,6,1,0,2,47,8.96,Excellent
1882,1,73,7.69,6,9,7,2,1,7,82,6.17,Average
1883,3,97,4.41,9,6,5,2,1,8,92,6.59,Average
1884,4,69,6.53,6,2,5,2,1,9,57,5.62,Poor
1885,7,50,8.9,6,1,4,1,1,5,49,6.81,Average
1886,4,50,4.52,7,3,7,2,1,3,47,5.54,Poor
1887,2,66,9.44,5,3,4,7,0,1,77,6.52,Average
1888,7,50,9.22,6,8,4,2,1,8,74,7.51,Good
1889,6,94,4.43,5,5,7,1,0,6,59,6.8,Average
1890,3,79,9.13,5,1,8,5,0,5,51,6.17,Average
1891,6,90,6.0,4,4,4,4,1,7,88,7.01,Good
1892,6,96,8.65,8,7,6,1,0,5,42,8.08,Good
1893,5,52,6.3,8,5,8,1,1,4,59,6.53,Average
1894,4,95,6.42,9,6,7,3,1,5,89,7.5,Good
1895,1,60,7.49,7,4,5,2,1,7,51,5.18,Poor
1896,6,73,8.26,7,2,8,6,1,6,93,7.37,Good
1897,2,71,4.19,8,9,4,5,0,9,63,5.55,Poor
1898,3,93,7.26,9,2,6,6,1,2,55,6.9,Average
1899,8,94,5.03,10,2,7,3,1,7,99,7.99,Good
1900,6,75,5.9,8,2,5,5,1,1,93,7.53,Good
1901,3,62,5.91,9,1,6,2,0,8,49,5.28,Poor
1902,7,50,6.58,9,3,5,6,0,4,58,7.03,Good
1903,4,73,5.84,9,6,7,2,0,8,80,6.57,Average
1904,9,59,4.59,9,7,8,2,0,8,53,7.36,Good
1905,5,84,4.8,4,1,4,4,1,4,91,6.4,Average
1906,3,73,4.18,4,5,7,5,0,4,53,5.49,Poor
1907,2,77,6.59,8,5,6,5,0,5,61,6.12,Average
1908,2,85,9.25,9,1,8,3,0,7,43,6.13,Average
1909,3,65,4.64,6,4,5,1,0,6,86,5.65,Poor
1910,2,89,9.2,9,1,8,2,1,1,91,7.26,Good
1911,4,65,8.03,6,1,8,2,1,6,98,6.43,Average
1912,2,66,7.51,4,7,6,6,0,3,73,6.2,Average
1913,9,64,7.55,9,7,4,3,0,9,97,8.37,Good
1914,2,65,8.55,5,3,8,5,1,3,57,5.94,Poor
1915,9,64,4.59,8,7,8,4,1,9,73,7.45,Good
1916,6,83,6.78,9,3,4,5,1,5,57,7.31,Good
1917,1,60,7.83,7,2,4,4,1,8,79,5.23,Poor
1918,4,50,7.23,6,4,5,4,0,9,70,5.71,Poor
1919,1,64,8.58,10,3,5,5,0,9,81,5.77,Poor
1920,6,75,4.4,10,7,4,6,1,7,59,7.0,Good
1921,4,53,7.8,9,1,7,2,0,1,75,6.71,Average
1922,3,92,6.94,5,6,4,4,0,8,81,6.48,Average
1923,3,54,6.09,6,2,5,6,0,7,49,5.06,Poor
1924,9,84,5.87,5,8,6,3,1,4,98,8.64,Excellent
1925,6,62,7.41,10,5,6,3,1,6,42,7.08,Good
1926,9,59,8.9,8,3,8,4,1,2,60,8.37,Good
1927,5,60,6.73,10,7,6,2,1,4,75,7.32,Good
1928,2,67,8.54,8,2,5,4,0,8,94,6.04,Average
1929,8,83,6.21,8,5,6,3,1,4,49,7.91,Good
1930,5,88,4.56,4,8,7,7,1,4,46,6.67,Average
1931,2,90,4.34,10,1,4,3,0,4,61,5.84,Poor
1932,4,91,4.28,10,1,4,5,1,9,62,5.95,Poor
1933,9,99,6.09,5,3,5,7,0,2,51,8.22,Good
1934,4,72,5.85,9,3,8,2,1,7,78,6.34,Average
1935,4,56,7.95,7,7,4,5,0,3,52,6.77,Average
1936,2,88,8.09,7,6,6,7,0,4,79,6.9,Average
1937,6,52,4.28,8,7,7,6,0,1,98,7.3,Good
1938,2,61,5.22,7,4,8,7,0,3,52,5.45,Poor
1939,7,56,5.51,6,2,8,6,1,2,72,6.88,Average
1940,3,98,7.01,5,2,8,6,0,7,70,6.21,Average
1941,3,75,4.79,5,1,4,7,0,6,87,5.49,Poor
1942,5,82,4.74,5,9,8,7,1,1,90,7.51,Good
1943,3,86,9.19,6,7,5,1,0,8,67,6.87,Average
1944,2,97,8.42,9,3,6,7,0,9,58,6.35,Average
1945,9,64,4.99,4,2,7,6,1,1,60,7.31,Good
1946,2,51,6.24,6,3,6,4,1,5,71,5.25,Poor
1947,2,90,5.96,5,7,5,5,1,7,65,6.0,Average
1948,8,56,8.35,5,5,5,6,0,2,52,7.73,Good
1949,9,81,6.81,10,3,6,2,0,6,68,8.27,Good
1950,7,53,4.7,5,9,4,7,1,8,46,6.41,Average
1951,3,69,8.06,9,2,5,6,1,8,86,6.3,Average
1952,9,99,6.18,7,7,8,4,1,8,65,8.37,Good
1953,3,85,5.45,4,6,7,7,0,6,45,5.8,Poor
1954,5,81,6.07,6,6,7,4,0,6,71,6.88,Average
1955,9,77,6.74,5,7,5,4,1,3,75,8.44,Good
1956,3,62,5.89,10,6,8,4,0,2,93,6.89,Average
1957,7,50,5.33,10,2,6,4,0,5,62,6.73,Average
1958,1,84,6.19,8,5,7,2,0,9,91,5.79,Poor
1959,4,97,4.11,4,3,8,1,1,4,50,6.02,Average
1960,4,79,8.25,10,9,8,3,1,5,95,7.99,Good
1961,7,85,4.94,8,8,4,1,0,6,60,7.61,Good
1962,8,74,4.24,4,2,5,3,1,6,58,6.55,Average
1963,1,65,7.6,5,1,8,5,0,4,73,5.32,Poor
1964,5,68,8.26,4,4,6,7,0,4,88,7.03,Good
1965,7,50,8.48,4,4,7,4,1,8,86,6.89,Average
1966,4,54,6.71,5,2,4,5,1,5,91,5.99,Poor
1967,4,71,5.13,9,7,6,5,1,5,89,6.87,Average
1968,4,73,8.05,10,3,7,7,0,9,83,6.74,Average
1969,6,92,7.85,8,7,5,3,1,4,74,8.26,Good
1970,7,94,5.35,9,7,6,2,0,7,88,8.04,Good
1971,2,86,8.97,8,1,7,4,0,5,70,6.46,Average
1972,5,85,4.57,7,6,4,6,0,9,85,6.61,Average
1973,4,85,9.4,10,4,7,7,0,8,68,7.29,Good
1974,3,53,8.73,8,8,8,7,0,8,45,6.21,Average
1975,7,85,7.78,8,8,4,5,1,3,75,8.61,Excellent
1976,6,67,9.16,4,3,6,1,0,9,92,6.93,Average
1977,7,99,7.97,7,4,5,4,0,8,70,7.89,Good
1978,5,65,5.05,5,1,4,2,1,3,71,6.07,Average
1979,6,90,6.43,5,2,4,4,0,1,79,7.5,Good
1980,5,67,4.39,6,7,4,6,1,5,98,6.74,Average
1981,7,71,6.14,7,7,7,6,0,4,59,7.56,Good
1982,2,51,8.08,4,9,8,5,1,8,61,5.61,Poor
1983,5,70,6.13,6,9,5,1,1,6,42,6.69,Average
1984,6,85,5.82,6,9,5,5,1,5,47,7.36,Good
1985,6,93,7.27,5,6,8,2,1,9,84,7.38,Good
1986,5,88,8.8,8,8,7,3,1,6,58,7.82,Good
1987,7,96,4.26,4,9,7,6,0,3,70,7.79,Good
1988,8,88,6.12,7,7,8,1,1,6,71,8.11,Good
1989,7,78,4.87,6,4,8,6,1,4,54,7.01,Good
1990,5,75,7.82,4,4,6,2,1,5,94,7.04,Good
1991,1,70,4.58,5,6,7,2,0,6,78,5.17,Poor
1992,5,66,7.66,6,4,4,6,1,9,70,6.4,Average
1993,2,65,5.57,6,7,5,5,0,3,42,5.7,Poor
1994,5,80,5.09,9,8,7,6,0,1,90,7.84,Good
1995,5,58,9.15,5,8,8,5,1,2,97,7.78,Good
1996,2,80,4.1,9,8,4,6,0,8,71,5.89,Poor
1997,5,63,6.41,5,2,6,5,0,4,49,6.09,Average
1998,4,98,4.12,5,2,6,3,0,7,67,5.91,Poor
1999,1,86,6.66,9,2,4,4,0,2,66,6.16,Average
2000,3,51,6.76,10,2,4,4,0,8,87,5.8,Poor
2001,1,97,5.77,4,4,8,5,1,9,85,5.41,Poor
2002,5,95,4.73,4,5,8,5,0,7,79,6.58,Average
2003,4,63,6.07,10,4,5,7,0,1,82,7.03,Good
2004,7,82,7.7,4,5,5,7,0,2,70,7.9,Good
2005,5,84,8.3,8,4,6,3,0,9,90,7.27,Good
2006,4,88,6.92,6,7,4,4,0,7,73,6.91,Average
2007,2,96,7.24,4,1,6,3,1,3,44,5.87,Poor
2008,4,69,5.1,8,1,8,7,0,5,50,5.76,Poor
2009,2,51,5.58,6,2,7,7,0,1,46,5.17,Poor
2010,8,90,4.89,4,1,8,2,0,3,47,7.08,Good
2011,3,68,5.37,5,3,7,6,1,4,56,5.56,Poor
2012,9,86,5.24,10,6,4,7,1,4,83,8.7,Excellent
2013,4,67,6.86,7,6,4,4,1,7,89,6.64,Average
2014,6,65,7.09,4,1,4,5,0,5,78,6.54,Average
2015,5,53,9.2,7,6,5,1,0,9,80,6.84,Average
2016,1,61,5.08,4,5,5,7,0,7,90,4.91,Poor
2017,9,78,7.53,5,7,7,2,0,2,53,8.5,Excellent
2018,1,56,8.49,10,6,6,6,0,8,63,5.81,Poor
2019,8,63,7.08,10,7,6,1,0,2,69,8.47,Good
2020,9,61,5.4,7,2,7,3,0,7,97,7.4,Good
2021,9,84,5.44,8,1,5,6,0,5,90,7.98,Good
2022,1,54,4.22,5,7,8,3,0,6,91,5.01,Poor
2023,2,66,5.68,7,9,7,3,0,4,89,6.39,Average
2024,1,91,8.1,7,2,6,5,0,5,96,6.35,Average
2025,2,81,4.26,9,7,7,3,1,5,54,5.97,Poor
2026,8,59,5.21,9,3,7,7,1,7,92,7.27,Good
2027,5,92,7.88,5,6,4,1,1,4,92,7.76,Good
2028,7,66,8.3,5,3,5,2,1,5,43,7.04,Good
2029,2,54,6.5,5,5,4,7,0,4,52,5.37,Poor
2030,8,94,7.84,6,2,5,5,1,4,44,7.9,Good
2031,6,91,6.13,8,8,7,2,1,8,70,7.57,Good
2032,8,58,4.88,4,8,5,3,1,5,51,6.98,Average
2033,1,98,6.19,9,7,6,4,1,9,69,6.14,Average
2034,1,82,7.19,10,6,4,6,1,5,88,6.6,Average
2035,7,85,9.21,10,1,7,5,0,8,49,7.65,Good
2036,8,85,4.38,7,8,6,3,1,3,69,8.08,Good
2037,3,67,6.79,9,1,5,5,1,7,65,5.81,Poor
2038,5,58,5.81,4,8,5,4,0,1,83,6.99,Average
2039,1,78,6.8,5,2,6,1,1,5,45,5.14,Poor
2040,7,99,4.13,10,8,5,7,0,2,66,8.37,Good
2041,5,63,5.72,9,4,4,1,0,8,59,6.24,Average
2042,8,74,8.51,8,7,8,6,0,6,67,8.36,Good
2043,8,64,7.05,8,5,5,1,0,5,59,7.7,Good
2044,9,55,6.48,6,8,7,7,1,3,51,7.92,Good
2045,7,91,5.57,9,6,5,7,1,1,84,8.48,Good
2046,1,78,5.64,5,5,7,4,0,8,60,5.06,Poor
2047,3,64,6.11,7,1,5,2,1,5,69,5.65,Poor
2048,8,78,8.6,6,3,5,4,0,9,88,7.78,Good
2049,3,53,9.32,5,9,7,4,1,7,91,6.68,Average
2050,8,67,6.41,6,9,4,3,1,1,49,8.12,Good
2051,1,99,6.16,9,5,8,1,0,1,90,6.95,Average
2052,5,98,8.66,4,3,8,5,1,7,44,6.87,Average
2053,4,93,6.35,10,6,4,7,0,7,97,7.43,Good
2054,5,88,7.04,9,5,5,6,0,9,76,7.16,Good
2055,8,65,5.27,5,1,8,2,1,2,47,6.86,Average
2056,4,60,8.09,7,2,4,7,1,7,69,6.16,Average
2057,4,63,6.93,7,5,4,5,0,2,56,6.65,Average
2058,3,52,8.45,5,9,8,3,0,2,42,6.5,Average
2059,7,99,8.29,6,4,7,3,1,5,60,8.05,Good
2060,3,91,5.18,8,9,6,2,1,9,55,6.35,Average
2061,3,87,7.94,5,3,7,5,1,9,71,6.09,Average
2062,5,94,8.4,10,1,5,2,1,1,66,7.94,Good
